"","Control_day_0_M1","Treatment_day_0_M1","Control_day_7_M1","Treatment_day_7_M1","Treatment_day_14_M1","Control_day_14_M1","Treatment_day_49_M1","Control_day_0_M2","Treatment_day_0_M2","Control_day_7_M2","Treatment_day_7_M2","Treatment_day_14_M2","Control_day_14_M2","Treatment_day_49_M2","Control_day_49_M2","Treatment_day_7_M3","Treatment_day_0_M3","Control_day_0_M3","Control_day_14_M3","Treatment_day_14_M3","Control_day_49_M3","Treatment_day_49_M3","Treatment_day_0_M5","Treatment_day_7_M5","Treatment_day_14_M5","Control_day_0_M5","Control_day_7_M5","Control_day_14_M5","Control_day_49_M5","Treatment_day_0_M6","Treatment_day_7_M6","Treatment_day_14_M6","Treatment_day_49_M6","Control_day_0_M6","Control_day_7_M6","Control_day_14_M6","Control_day_49_M6","Control_day_49_M8","Control_day_14_M8","Control_day_7_M8","Control_day_0_M8","Treatment_day_49_M8","Treatment_day_14_M8","Treatment_day_7_M8","Treatment_day_0_M8"
"Ctsz",8.891707745,9.657338382,9.535865623,9.69209198,9.681531026,9.361499987,9.477437755,9.305307869,9.493631572,9.706282826,9.80215518,10.79360454,10.29809708,9.308578738,10.16555274,8.687324921,9.831503883,9.411664481,9.20399842,9.70765366,9.578797168,9.467451409,9.064402504,10.26267394,9.385717872,9.766922354,10.25682637,9.794584162,10.06552026,9.915319472,9.713619453,10.83549807,9.791120972,10.02032225,8.395985827,10.21888752,9.680626228,10.3953068,9.596702905,9.134877385,9.499222083,9.77260166,9.636956333,9.561546538,9.827906392
"Itih2",9.069498566,9.899301414,10.78529138,10.52763091,10.15159664,11.12048275,10.60472918,9.994929748,9.807870508,9.8401037,9.507753049,10.18792231,9.772625569,10.84405906,10.08690799,9.597483021,9.635057394,9.84258942,10.3052146,9.615945143,10.61760173,9.909570301,9.915947686,10.41061837,10.23687348,10.25625563,10.41985639,10.38268887,10.46236309,9.764065628,10.02722839,10.33416191,10.91058043,9.76108754,10.35885564,10.5578525,10.63063881,10.12242678,10.17011382,10.67063505,10.76440855,9.676512721,9.774857112,9.948559738,10.28277022
"Fbn1",13.07412806,13.30621524,13.65868292,14.44776342,14.17051606,13.56103619,13.95991698,13.26294675,13.68072254,13.48391202,14.25795312,14.22303612,13.8456499,14.15058954,13.28903803,13.63110708,13.53108512,13.75668904,13.37035592,13.36207632,12.47705565,13.3444614,14.0572263,14.379454,13.44780645,13.99705608,13.54825056,13.52703384,12.8499963,14.02081985,14.65558513,13.98402878,13.08441214,13.19005438,13.50642423,12.54713549,13.40546421,13.97714781,14.05423798,13.77987633,14.27619946,13.73101341,13.70782224,13.81279775,14.4084246
"Serpina1a",7.47638769,9.35964478,8.794102143,10.03779838,9.304931658,8.593540607,9.083995276,8.899167486,9.964483498,8.31270358,8.955335605,10.23314308,9.426734938,8.635817349,9.684082363,8.875245853,9.561886519,8.940876077,8.701413823,9.021582205,9.120717447,9.520272605,9.468669969,11.08487008,9.469940777,10.3145996,10.28017507,9.934637364,9.731375493,10.09835716,9.329056764,10.56039314,9.325189335,9.604744662,8.123221649,9.051535281,9.328035144,9.92502242,8.811082217,8.259420011,8.99716441,9.853667874,9.65876554,9.367732521,9.601704375
"Serpina3n",7.060309941,7.843131397,7.474591701,8.26435705,7.470032306,7.241570496,8.65728117,8.298450015,8.164482283,7.152025956,7.834410604,8.404686761,7.634020922,7.204988255,8.354149226,7.71729785,8.072365886,7.450971178,8.13812381,8.114100751,7.215782809,8.339081631,8.33308235,9.302783037,8.867652234,8.915013647,9.069416148,8.735945408,8.790965353,9.036778899,8.878770384,9.208180788,8.541269982,8.899631692,8.676786878,8.676898536,8.414907821,9.2395821,8.771449925,8.271689851,8.57446918,8.674276428,8.667100769,8.803017658,9.172382941
"Cap1",8.474517546,4.937559865,6.506608728,6.350358252,7.006233467,6.417083096,4.625446988,3.340233428,1.58501145,4.70393925,6.770009182,4.19816018,4.381667531,3.894739439,3.797122436,5.475160002,3.570290972,5.186708274,4.059346465,2.98879637,3.696192407,3.256526348,4.969185915,5.496161971,4.240312956,4.277749155,2.928356101,3.833753187,3.514105893,4.044437936,5.44984662,3.304016282,3.983073111,5.028566791,4.11806149,3.423401445,3.427504102,3.914003391,5.891005542,3.893018275,3.027122768,4.580956834,4.906892142,5.241491616,3.480579023
"Fgb",11.25436602,17.63873038,11.20943429,15.71246331,14.08839023,11.95715714,12.74645199,13.61063843,20.63811902,12.28235884,17.15961449,16.42975318,13.04970063,12.85668318,13.21506825,17.60134132,18.92929094,13.63079461,15.38531693,16.6277854,13.6083141,13.176,19.43295262,16.93106547,15.92450606,14.96922188,15.18055844,14.21931491,14.0518075,18.69565932,18.33375844,15.82984362,14.28500007,12.85225439,14.21437049,14.4537803,14.43965192,14.45908549,14.51009625,14.38234035,15.82134002,13.91248122,15.4146369,16.12819928,19.06112151
"Gna13",10.34264224,9.964725419,9.392523387,9.460005582,9.893023302,8.411420146,9.192995679,8.834213712,7.942988575,9.782432266,10.35196768,9.1791877,8.781304831,9.111473105,10.55804529,8.490225656,9.661351913,9.219316965,8.486848698,8.568695751,9.226960478,8.688013599,9.37794454,8.692079915,9.409988828,9.121077654,8.853120537,9.083114933,9.669567234,9.704849555,8.455940166,9.318963628,9.747895524,8.903153066,9.834858437,11.37918032,8.804848719,9.64406487,9.70294665,9.734423624,9.963554153,9.485113032,9.873331863,10.06983834,8.903014904
"Ap3b1",7.067033172,8.273349788,7.516780442,7.044649991,6.86149052,6.791967259,6.978752164,7.978230113,7.990625328,7.994308005,6.398339326,7.892144007,7.983122329,7.404721825,7.889467282,6.831527122,8.461384557,7.728827562,8.582483617,7.385219359,8.032027537,6.940717614,7.602094871,8.214240779,8.214056866,7.303388472,8.558745923,7.554474108,7.450891846,7.310546465,5.535202233,7.904682061,7.098771174,7.874334646,8.119382805,7.609077015,8.262340704,8.051282809,7.582798724,9.757645701,7.904634196,7.678548536,7.712709909,8.507741341,8.635878676
"Ldhb",6.255935504,4.94293461,4.966669507,6.32301888,5.045423745,3.405922773,4.666691769,3.233361072,4.02773152,3.864595998,5.239770927,5.467135198,3.613209173,3.980650757,4.495675323,2.746548849,3.032351054,5.436371149,4.154765623,3.775810486,3.749003759,3.29745205,4.702523716,6.146482961,4.828935055,3.958689279,3.808090357,3.959535676,4.96734126,5.099200416,5.467654619,4.539626415,4.223189412,4.391133337,2.914876404,2.771474256,4.39084631,3.685604778,4.01074433,4.404968381,2.263450759,4.335367253,4.035383125,4.382156786,4.588590232
"Antxr2",7.767758437,5.770312347,6.713208586,5.267159142,6.076175558,7.860580391,6.245638409,6.604420237,6.503771392,7.83675963,5.866384371,5.14441699,7.126474789,7.186387942,6.40856908,6.815203241,6.160344136,6.436001335,7.031607213,6.449877635,6.537973925,6.262985471,5.943016989,5.638253571,6.582761697,5.776668516,5.677797838,6.03012253,6.168961447,6.333033737,6.003087886,5.611559829,6.62479738,6.904762773,6.561258025,7.022953779,6.975661344,6.04483639,6.633992591,6.030947345,5.500168236,5.242664424,6.151758667,6.799199569,6.033842881
"Hp",6.716762146,12.042777585,8.824484749,12.063649,6.979229827,8.453163744,7.633253332,10.28953508,14.62265837,5.878075002,11.023649066,10.695635112,8.772700413,9.120746004,9.505292614,12.09660277,12.57018577,8.800181431,9.531828529,11.47217548,10.37408088,12.03738063,12.95044062,13.13111946,11.49691086,11.63045606,11.41157395,10.53337941,10.89462975,13.63323111,12.91272908,11.1371746,9.000354418,9.395511537,9.218649157,9.795842612,9.559685114,8.771166545,5.357515853,8.420665812,7.628829148,8.027741705,8.342474589,11.275121503,12.102974552
"Serpina10",8.969665414,8.949063216,9.802013889,8.496082829,9.387328204,9.41820006,9.754990992,10.16954215,10.2098808,9.386879459,8.754046859,9.148404747,8.881863552,10.18873055,8.465589084,9.227395732,9.08620555,8.85667872,9.297390279,9.226140444,10.06470104,8.974414919,9.644777649,8.976712366,9.267129193,9.63700167,9.346320053,9.5303944,8.977386423,8.93463436,9.239588266,9.118876919,9.126822943,8.930872235,9.216329684,9.069418546,9.4031526,8.082950558,8.954517376,9.274444072,9.309960877,8.788444147,9.128003784,9.006604385,9.515600379
"Fermt2",7.313110661,8.138711158,6.503396633,6.566053913,7.753695872,9.238732376,8.526749983,8.61181962,7.811269506,8.623873176,6.756050337,9.603047626,8.652963246,7.959983625,6.63415392,8.054386606,8.477570113,8.589522486,8.030165173,7.658889051,8.751044029,8.189260775,7.434677681,6.128841359,8.143371013,8.506980326,11.82075738,7.892393736,8.095321029,8.651999573,8.519588425,9.243037455,8.656561115,8.575535544,8.763537425,7.986871194,8.816170277,9.209653455,8.394837505,8.505243884,9.384789579,8.731901895,8.663530472,9.088685542,8.55182747
"Cpn1",5.72677088,7.015456859,5.629794327,6.587796111,6.522412594,6.325630957,6.494983206,6.544304515,6.316879955,6.360368812,5.831964345,6.444226985,6.527111967,7.220053467,6.426515979,6.715258019,6.373208969,6.742357802,7.56246061,6.555430781,6.256775565,6.788290402,6.648208835,6.40441309,6.049525505,4.976926988,5.918918759,6.084140361,6.09480089,5.887965531,6.257377835,6.824001615,7.400787977,6.072406624,7.658144667,6.524410405,7.700163428,6.08877332,6.392629329,7.039821763,7.939051301,7.337723637,6.279913678,6.135021482,6.808851579
"Pgm3",10.68317183,10.01228831,10.56357102,9.882549548,10.48686832,11.51289912,7.956289941,10.12477812,11.61512385,9.865813343,9.569397917,9.94235674,10.25377887,10.45072087,11.67340597,10.55133905,10.10965197,11.12202082,9.645482742,9.965648634,10.3531656,10.59449197,9.786802697,10.62440338,8.240273371,10.48702637,11.7644899,10.04693071,9.926421371,10.33522081,10.05977704,10.85259389,10.62931509,8.708117605,10.4570875,10.49620037,9.645644392,10.02290128,9.832135023,7.712501031,10.95935987,9.142103098,7.987080757,10.23242982,8.56931046
"Cdon",4.476480516,4.710850682,5.356372924,5.181891675,5.685238483,6.316020339,5.54926782,5.104019933,5.236047701,5.864951654,4.239436341,5.809140044,5.159945399,5.916392805,5.598492539,5.209390554,4.803003286,4.23851002,6.130799202,5.585069094,6.058890871,4.176159515,4.614501823,3.046350667,4.114045392,4.837132763,5.266010662,5.219663655,5.358750238,4.857244156,5.357814656,5.58808585,6.481118076,3.899827733,4.550200197,4.503401386,4.851196887,3.841275991,5.058238139,5.078652341,5.096613644,4.906033338,3.483712659,4.893117604,6.160621452
"Col15a1",7.127784119,7.101318914,7.601320151,7.680099548,6.037896085,8.011546648,7.537812995,8.250616491,7.698626011,7.847828984,8.071607802,7.140892572,7.434272196,7.016176872,7.070367748,6.606610472,7.100973181,7.481919709,7.236722781,7.478099909,7.100210981,6.26296656,7.678183774,7.001362127,6.800311782,6.380593945,7.242842261,7.046921547,6.883279992,7.10698798,7.642070616,8.581508771,8.113540946,6.336974758,7.20652282,6.772475009,6.626442115,7.47304275,6.837344224,7.238808633,7.228640559,7.973351804,7.398454331,6.105635862,5.989252116
"Col6a3",10.15534737,9.979030912,9.542073829,9.593773328,9.558144771,10.22008387,9.733774817,9.090139458,10.07828853,9.983076145,8.920801011,8.697132241,9.11297376,9.829314471,8.376135597,9.746839461,9.030600971,8.691363576,9.570790492,9.814938727,9.917293262,9.388120713,9.068574978,8.608886809,8.876645489,8.7412369,8.54487753,8.881447037,8.811952899,8.595041639,8.823755843,8.786419565,9.668913206,7.905136005,9.13471386,8.76030154,9.413113508,7.522176548,8.538762761,9.294620473,8.856268602,9.379010184,8.743233659,8.420840308,8.067822854
"Mgam",6.822704563,8.147205157,5.942437267,8.728859948,7.172072513,4.651579426,7.946933257,7.155282947,7.421667969,6.906088371,7.086608742,8.25266739,6.990389198,6.527066124,7.832623573,7.139841435,7.650122745,6.948749516,8.81700713,8.030517862,5.832940122,7.06526073,6.78965158,8.822206125,7.289377485,7.454030401,7.420380558,7.373600989,6.99471972,8.087115703,8.066957814,8.545230638,6.510665058,8.060275288,7.492001345,6.917999255,7.200043406,7.659657325,7.251565662,7.039964006,5.807800219,7.457661228,7.487396301,7.494980841,8.282988996
"Pygm",13.82964361,15.19053709,14.66965455,15.31374932,14.58104388,14.44117312,14.76296682,14.49622556,15.09482299,14.95756988,14.37036543,15.9215742,15.55647451,14.90402075,15.06194017,13.13743452,15.46048954,14.95157977,14.34052008,15.03442842,14.97116336,15.47716208,14.35291556,14.27829429,14.74400352,14.91500206,15.63363565,14.96368729,15.41799497,15.51047911,14.25056151,14.96847712,15.12174602,15.81759478,14.70225993,15.26038496,15.13016027,15.74373021,14.92935685,14.38866566,14.79583774,15.22831888,15.06869073,15.56817522,15.13802022
"Myadm",6.762071008,5.250071381,4.713173227,6.125608454,6.734621497,5.19817001,4.910144908,5.20420563,8.285839636,3.67495239,5.989268297,6.064046772,5.453573024,5.039985057,5.810852239,5.558827339,5.610601671,4.931680747,5.238687762,6.264787899,5.618488767,6.060728539,6.705643711,7.339667613,6.971909784,7.597935148,7.697149433,5.884367148,7.131309771,6.698259414,6.612761328,5.530144863,5.710156648,6.089120727,5.811069637,4.046052641,6.236177074,6.514026118,4.418628138,5.321446621,6.282049844,7.9971606,7.443859266,5.731244847,5.712483924
"Uba1",5.86778512,5.207122227,4.598867734,5.926185387,3.600714887,5.107913556,4.106415961,5.443478748,5.412367732,5.07590071,5.652419415,6.285007472,5.460304721,4.560761386,6.106869791,5.243439813,5.644982907,6.095829107,4.870731561,4.975310936,5.375081949,5.016111106,5.085614512,5.281968948,4.56226866,5.342306655,4.887821054,4.124880141,5.422271467,5.035197178,3.805869986,6.240356172,4.238051912,5.33238475,5.39530448,5.420170647,4.784782328,5.22101624,3.530858143,4.792886922,6.056790928,4.897532296,4.709595466,4.445094672,6.06607869
"Mgp",4.002966444,4.332472952,3.991079144,3.675669114,3.480977025,3.243177964,4.009479863,3.453042916,4.049891022,4.313191981,4.375315593,2.619752026,2.249725931,1.060416533,4.447531466,4.556876431,4.596867482,5.016630737,4.104393773,4.626260443,3.318640066,4.508390543,4.449800338,4.568916536,4.435259891,4.321705106,4.402773392,4.585844491,4.614616716,4.145290212,2.517524657,6.264354365,3.769057858,4.689863763,5.505406104,4.460808989,3.09643228,5.351788844,4.324601502,4.412995267,4.83566804,4.98079343,4.134644939,4.125258411,4.581160226
"Krt1",12.9280457,13.30016942,12.19603044,13.31625515,12.75344359,12.90727257,11.01318527,13.51987714,11.23160326,13.09238057,13.22010633,11.9228223,13.57596211,11.59707295,14.13321482,12.69928061,12.62971741,13.87651107,11.43700026,11.57142796,11.75151778,11.62061855,11.36194125,11.63617336,12.01704504,13.11008375,12.96331872,12.71361761,13.0906691,13.47065086,11.3163827,14.3490057,11.78729865,12.72055016,13.27529444,14.14434128,10.49104326,12.9625708,12.0775602,12.43128001,11.6112139,12.02860509,12.01057455,14.11005633,11.79555917
"Gda",8.878534168,8.710987774,8.58396885,8.583700418,8.226518181,8.518573105,9.071881296,8.761460141,8.033382983,7.940651858,8.917138278,8.530675002,8.007521564,8.301988468,8.908521434,8.873248117,8.862619087,7.988776766,8.702192002,8.607760072,8.586820862,8.125765246,8.424657027,9.688677654,8.896707529,8.884620396,8.979892796,9.188941794,8.16335302,8.482950016,8.716400468,9.496834326,8.540478175,8.413837572,9.318504896,8.788965929,8.024323637,7.931029591,8.518715425,8.762648551,8.622561757,8.487880261,9.133992364,8.093681959,7.688716577
"Lrp1",9.435147798,8.913866896,9.431857547,9.273768555,8.714706044,9.57134637,8.740033941,8.964992705,7.852662424,9.387305272,9.155680353,8.851617908,9.172390834,9.341623317,9.85229641,8.450769766,9.223241471,9.234240328,9.020376083,8.626201201,9.146525977,7.906171875,8.920542212,8.481022565,9.096134571,8.57785329,9.423275707,8.881278537,8.797703572,9.118969813,8.890877849,8.670658479,9.501843844,8.670422181,9.459999794,9.293705056,8.539163176,9.200948508,9.209934508,9.203015154,8.605783795,9.009115987,8.785952574,8.744030198,7.977443434
"Akr1b1",8.208437636,7.548497795,9.137056927,7.064361633,8.618107611,8.366920483,7.842586457,8.244257209,8.128965498,8.432700538,8.171592866,7.863713972,7.744334469,8.443079788,7.156340633,8.481047392,8.019635116,8.677140295,8.552079956,8.588321294,9.154021469,8.762103894,8.260106334,7.983048233,8.132844417,8.259658287,7.879940151,7.974556649,8.254627699,7.872159479,8.097965716,6.631669309,7.923648651,7.521131587,7.41614595,6.10611945,9.097506886,7.982659683,9.269877826,8.329137923,7.967730757,8.832902431,8.180338262,8.333696052,8.456790059
"Hspb1",7.377795253,5.21806319,6.260909218,6.522368363,6.091662546,6.091308159,6.087708185,6.833456995,5.634782818,7.337010749,7.163107717,5.693136707,5.394797631,5.515552454,5.222467087,6.562273861,5.602853701,6.302162583,6.387053252,4.036515038,5.772856945,5.449321108,6.549594837,5.67770112,6.177030791,5.935632809,5.717088878,5.310144162,5.453027667,6.166032141,4.075606484,4.401635943,4.16823227,3.996391476,5.963588563,6.126576955,6.445364759,6.423430351,6.252899815,6.262362732,6.582781402,6.252387,6.393488274,5.68301626,8.022308601
"Tekt1",5.265336069,5.824795038,5.516234836,2.085087778,6.246967304,5.953533084,6.019532233,6.139630187,6.118848793,5.314000575,5.895733056,4.07132745,4.585284014,6.16261404,6.335566603,5.788625712,5.729093084,5.555239423,6.023301407,6.008964982,6.187476897,5.358319509,5.815836955,4.862647225,6.444697683,6.102253036,5.489369048,6.110864664,6.651100062,5.788892576,6.038595728,3.107956495,3.965315735,6.012853846,6.412080196,5.452542734,6.437636533,6.436003828,5.002743674,5.908090718,4.901300541,6.02065248,6.164609317,5.742973217,5.145066526
"Rbp4",8.168113859,9.184802907,9.688207949,8.79256993,9.883490557,9.935555965,9.233520855,9.600681277,10.08155616,8.621196372,9.215474571,9.085717756,8.845234286,9.46275283,8.969592655,8.027241348,9.109124064,8.437982831,8.984226623,8.936689107,9.291344636,9.295705926,9.149905734,9.990721296,9.472585372,9.813516009,9.75587529,9.757282038,9.503143221,9.158117729,9.487841119,8.736196018,9.381898511,9.187195713,9.223254437,7.99621916,9.421013161,8.501305685,9.260645158,8.859276467,9.584492155,8.555982268,8.846220256,9.008843183,8.898103043
"Gpx3",9.050833942,8.899954368,9.428900087,8.102468641,8.784233755,9.552165706,9.079509611,9.69881294,8.984984751,9.080676902,8.330503996,8.38390936,8.891449081,9.457880432,8.669854158,8.488414578,8.306890367,8.669640554,9.457827527,8.524058859,9.219103843,9.096272673,8.43407518,8.068048403,8.109708141,8.878422559,8.434624604,8.814530586,8.672559194,8.472716856,8.790216705,8.702596633,9.10571449,8.695836593,9.371893699,9.03530703,9.426528179,9.546642272,9.077201569,9.434526196,9.458478924,8.733764126,8.521269062,8.334889717,8.728679171
"Cntn1",7.580390626,7.15204801,7.529729515,9.14162125,8.069217464,7.933519801,7.823037961,9.32874997,10.83137247,8.567071946,9.94412534,10.06142024,8.952898756,8.688435122,8.393251843,10.10067961,9.933917248,8.956370224,9.08112567,11.0311294,8.557502033,9.87868395,9.570991684,10.18932353,9.624889595,9.884386485,10.02462107,9.281020894,8.757946163,10.61387857,11.07251298,10.17960777,9.134204051,9.221437904,9.054330103,8.577272117,9.725871146,9.961385734,10.61519772,8.904259135,10.1114121,9.849948479,10.27824904,10.94018075,10.68032551
"Rarres2",5.734911805,5.564110314,7.679959861,2.63263683,5.659151171,8.040361875,5.939313693,7.1291865,7.570405917,7.835357741,5.696489683,5.608589889,7.190074599,8.094276937,5.63467185,6.424527688,4.823053963,5.639328843,8.391727628,6.357299498,7.772337476,6.661143192,7.296100684,5.868777983,4.537438728,7.628964281,7.082926437,7.523126992,7.199163696,5.430484453,4.334946034,4.296667569,7.446568239,5.773302999,6.749119719,5.752621416,7.638912266,5.550684628,6.677837054,7.623639189,7.390077331,6.531922098,5.796071966,5.251321859,4.283452998
"Col1a1",8.165305137,7.26758668,8.084158708,6.981157204,6.787425309,8.570731631,6.596023389,6.735329161,7.057159899,8.403999445,6.170679139,6.221958432,8.025066943,7.739863173,8.117766655,6.194139358,6.260634472,7.369766966,6.564111255,7.290213494,7.361190892,7.298524661,7.1217803,6.199136839,6.748217686,7.451530212,6.58325791,7.304038317,6.928807878,6.055173024,5.508589491,7.63943245,7.448376006,6.65356505,6.861776911,7.088209326,7.053195511,7.872780243,6.680576978,7.276037395,7.156511935,7.439770877,7.192153499,6.679022914,7.094913642
"Nckap1",7.390271912,7.597566129,7.008253744,7.988564556,7.785204491,5.579298772,6.221488544,7.543437526,7.842535887,6.810422958,7.734658765,7.857497168,6.903037114,4.816502028,5.128177606,7.29027485,7.239803215,7.237510569,7.820397631,7.736184472,7.529201132,7.348932767,6.324002531,7.964356298,6.172824871,6.284163297,6.662595072,6.3184815,6.760222957,7.052212882,7.36695101,6.701317645,6.895261808,7.093585748,6.445077628,5.719773362,6.630595691,6.775222257,7.680937886,6.946525847,7.508823883,6.919945344,6.728736053,7.224181923,7.359830667
"Arhgdia",5.540565326,3.687979829,4.54849823,5.080232966,5.098061147,3.112356996,5.323159553,4.18033049,4.086495557,5.031064749,5.759105872,4.525049587,4.526243237,4.622508902,3.99637851,3.27202185,4.697851492,5.342496086,5.148861788,3.815312714,3.216781919,3.509185343,5.150909503,4.582230244,5.591968435,4.854324574,3.189178994,4.403605238,3.832946461,4.641114873,4.23331411,4.541055821,4.121484732,4.40998608,4.143093612,3.917201861,2.433355341,5.104871821,5.814339736,4.492215954,3.009739166,5.222004072,4.678554716,3.838754822,4.322356217
"Fcgr4",9.461725975,10.37250998,10.29021732,10.97090254,9.674424492,9.393126427,10.45902192,9.23179939,8.703046095,10.02723579,10.70605468,9.979135534,9.697962794,9.607871107,9.356810466,10.11014855,9.82128723,9.728582613,9.83436063,9.732797571,8.889865824,8.517873507,10.20770588,10.53830454,10.55864207,9.683769912,9.956684985,9.661378896,9.393559697,8.862164202,10.05676548,10.41720543,10.45773868,8.948541343,9.326287513,10.58796275,9.194121219,9.650975496,9.985300354,10.06484131,10.89178566,9.836078079,9.874012958,9.584483674,9.136365235
"Frzb",5.373830303,6.526645531,5.840906111,5.661678553,5.551965053,5.913652416,4.508263025,5.953670949,4.635659537,5.802752003,6.099269569,4.865077972,6.241587302,5.337758976,6.058129539,6.309131708,6.481086144,5.922456567,4.658658434,5.231074319,4.111844592,5.195364573,5.880845581,5.344690599,5.81675593,4.583406583,5.160988159,3.486922097,4.983583365,5.525543266,5.989599549,4.781998813,4.629418875,6.87431893,7.197164019,6.236983407,4.193763784,5.824107623,6.129021798,5.921598782,4.461481594,7.302524459,6.996556111,6.114801883,6.179875337
"Calr",7.761888394,7.548630267,7.220589438,8.239726701,6.940583618,6.421356394,6.883625813,7.643954867,7.125399705,7.314475108,8.279875438,8.6841065,7.740365863,6.979263729,7.855296535,7.103328178,8.262271581,6.931290904,8.023960042,7.824983096,7.385865382,7.670530881,7.035741776,7.3701105,7.661849787,7.36781557,6.802697993,8.613281041,7.484361771,8.283132076,8.803396451,6.986570973,7.593564887,8.592807095,8.823255828,5.883912116,6.998612862,7.678918031,7.667562128,7.452801886,7.180373909,8.429785687,7.734103363,6.479145233,9.057040872
"Postn",6.331234706,7.323862259,7.624957234,6.422603421,8.457027497,8.475397242,8.872975545,7.977364639,8.863946186,8.057698838,6.463157631,6.906178895,7.582837731,8.818609087,7.037050338,8.411131958,7.087814002,6.928790634,8.359047586,8.86121012,7.814863268,9.257632734,8.321898405,7.219281254,8.350128581,7.409356118,7.733225084,7.613272114,6.79693569,7.247674586,6.585341885,8.262417934,9.67303759,7.967717089,9.456640506,8.343031252,8.393708442,7.099567806,7.6079616,8.162019952,8.112753057,9.586480087,9.075953985,7.296486281,7.360289172
"Mmp3",6.424813295,8.035784286,6.130859644,4.877255399,6.77311337,7.30706946,6.224156147,5.974326549,10.07219082,7.525240829,6.612070944,4.846760429,5.669664828,6.74831595,5.575795531,8.284652876,6.054420608,6.193675666,5.741788065,7.363697294,6.423333462,7.095857348,6.734310425,6.058394102,4.16473249,4.625601649,4.645112351,5.182743807,3.826258237,6.251113782,6.074242435,6.669480976,6.238694805,4.430064294,5.978960253,5.819759755,5.863835202,4.761720164,5.896011731,7.474810577,6.939832946,6.592756,7.45979445,7.290860238,7.734938594
"Pafah1b3",5.189060393,4.758290435,4.855867083,5.25892374,4.166358451,6.300037159,4.793949703,4.89632579,5.162207904,4.072863527,5.818646256,5.666807375,5.560406136,5.803637513,5.926147116,5.602789731,4.701165896,5.590402898,5.295222884,6.020672198,5.428910932,5.717139092,6.859602429,7.599321776,6.159634791,6.959452921,6.923466,6.588331248,6.123891767,6.078933624,5.956699132,6.339378079,5.687053112,5.947982536,5.52023283,5.122383275,5.958510755,5.313346641,5.481395123,5.041111575,5.52055397,4.282582854,5.598013745,5.825156988,5.710776381
"Efemp1",8.753068864,7.54739018,9.370642544,5.72351675,8.563210594,10.05365347,8.573464426,9.443157805,8.711883187,7.934687291,7.189720978,7.432936541,7.85124407,9.486817012,8.24113882,6.978184154,7.090381598,7.990568866,9.268353448,7.779014403,9.112162677,8.547032222,8.815091175,7.509222608,8.152443953,8.86440802,8.455778323,8.942885936,9.085631859,7.050541464,7.442591322,6.755102674,8.59837927,7.540906841,8.321996238,7.545771563,8.528038959,8.44393343,7.726430266,8.804181266,8.233011209,6.926068957,7.131756791,6.6376837,7.085731553
"Actr3",9.641665616,6.994647349,8.488108876,8.330664849,7.761068889,8.299463753,6.360572204,7.401118717,7.888643367,9.125398461,8.861821256,8.422510584,7.864937914,6.995122136,5.41300512,8.235826987,7.477566466,8.573472969,8.736095898,7.925449947,8.12919408,7.933733953,8.548040089,8.232027992,6.720486285,6.864286847,6.510323121,7.785142366,8.891259078,7.17779461,8.315631512,5.211192112,5.628713561,8.048978431,6.70550089,8.184122433,8.807026433,7.911745333,8.295827781,7.718210593,8.426027721,8.234085847,7.695711931,7.632254422,7.275355726
"Lmna",5.791146993,5.887130957,4.631096749,4.496665327,5.883032765,6.110884914,4.413176802,5.462186668,3.371406815,5.671973851,3.915668088,7.221779696,4.711394306,3.934211763,6.108448091,2.403829408,5.901127276,5.488979804,4.806811828,5.651035754,5.430029536,5.447832295,4.151891984,5.904578461,5.739786251,1.557094416,5.446968813,5.308549974,5.827553557,6.602166402,4.014029615,4.110248573,5.04511751,6.077169797,5.313393519,4.085185334,3.472748348,4.875677382,6.079334074,5.046810803,4.708353306,6.06600492,5.658233886,4.685250638,5.830522277
"Ecm1",11.36600752,10.54327118,11.51855199,9.123856217,11.76599362,13.1209931,10.40938078,12.64477461,13.10854877,12.35131985,9.88320855,11.1646602,12.69842473,13.00476879,10.52669973,12.36204744,10.98442001,11.0315373,13.3333805,12.10861111,13.14545808,12.26960517,12.63920409,11.83092731,11.00124313,13.07550592,12.4117426,12.70160905,12.41523626,10.70973772,11.3322897,10.6085367,12.34635659,11.00775662,11.11301351,10.48638968,12.79698114,11.12302583,12.07568694,12.68789617,13.28618702,11.25761694,10.84961788,11.07843037,9.960615844
"F13b",6.721041052,7.158531528,6.638493252,5.953895936,8.172011533,7.614263777,6.899705133,8.173044242,8.392402516,6.126270735,7.58022922,6.592595173,6.057072107,7.499629008,7.174929375,8.262670952,7.895750352,7.454425847,6.514184274,7.849338524,6.369125619,7.941436256,6.253044627,6.467712436,8.340397535,5.91748137,6.684802107,6.393118989,7.233238921,9.066731816,9.514420245,6.331464713,6.568334631,8.518606615,9.337927694,6.635072119,5.992298939,7.807311099,8.604904915,6.798042,5.784120154,7.398710664,8.629487164,9.254464578,9.733351125
